objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Warsaw: City of Ruins","206803","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","76099195","6.36826","7.29364","2.1905","1627","2884","thing","Warsaw: City of Ruins","2","4","60","60","60","2016","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Wasabi!","33154","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","88450244","6.17132","6.5197","1.9009","2291","5044","thing","Wasabi!","2","4","45","45","30","2008","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Watch Hockey Get Drunk","369489","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103510414","0","7.16667","0","0","23","thing","Watch Hockey Get Drunk","3","12","180","180","120","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Waterfall Park","396618","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","110810040","5.95472","7.0671","1.95","3390","2463","thing","Waterfall Park","3","5","45","45","45","2023","4,5","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Watergate","274364","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","102937613","7.39193","7.73155","2.2749","179","24091","thing","Watergate","2","2","60","60","30","2019","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Wave","394507","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","110849796","5.56085","6.43917","1.5","11826","331","thing","Wave","2","4","25","25","25","2023","2,3,4","3","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Wavelength","262543","0","1","0","0","0","0","0","1","0","0","1","4","","","","yes","","70488959","6.98014","7.21462","1.1199","507","30046","thing","Wavelength","2","12","45","45","30","2019","4,5,6,7,8,9,10,11,12","6,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"The Way","423948","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","122871585","0","6.4","2","0","2","thing","The Way","1","5","30","30","30","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"The Way of the Bear","245382","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","129541364","5.57988","6.37939","1.4","10322","496","thing","The Way of the Bear","2","4","35","35","25","2018","2,3,4","3,4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Way Too Many Cats!","355829","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","118114652","5.54276","6.488","2","13904","358","thing","Way Too Many Cats!","1","6","60","60","45","2024","1,2,3","1","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wayfarers of the South Tigris","350316","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","88341527","7.14372","7.78781","3.815","346","12597","thing","Wayfarers of the South Tigris","1","4","90","90","60","2022","1,2,3","2","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wayfinders","286156","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","72572625","5.72356","6.4178","2.2143","5714","1685","thing","Wayfinders","2","4","45","45","25","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Waypoints","388329","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","108400284","6.00642","7.64404","2.3043","3069","2167","thing","Waypoints","1","100","40","40","20","2023","1,2,3,4,5","1,2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Wazabi","48979","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","88417344","5.65314","5.92518","1.0779","7220","3793","thing","Wazabi","2","6","20","20","20","2008","3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"We're Sinking!","340910","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","116777002","5.60338","7.21362","2.25","9002","469","thing","We're Sinking!","3","6","90","90","45","2024","4,5,6","5,6","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Wedding Countdown","415875","0","0","0","0","0","0","0","1","0","0","1","3","","","","","tbd","119013086","0","7.0625","0","0","21","thing","Wedding Countdown","2","7","15","15","5","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Weirdwood Manor","359601","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","120161508","5.77984","7.26883","3.4483","4930","1842","thing","Weirdwood Manor","1","5","120","120","90","2024","1,2,3","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome Back to the Dungeon","195043","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","58439822","6.28348","6.69594","1.3099","1875","10676","thing","Welcome Back to the Dungeon","2","4","30","30","30","2016","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to Catsville","411051","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","115068496","0","5.5625","0","0","63","thing","Welcome to Catsville","1","99","30","30","20","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to Everdell","375852","6.8","2","0","1","0","0","0","0","0","0","0","3","#large","","","","","100426828","6.34805","7.52161","1.875","1684","5427","thing","Welcome to Everdell","1","4","30","30","30","2022","1,2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","820084830047","22.75","USD","","","2024-01-06","Boardlandia","1","","","2024-01-06","","","",""
"Welcome to La Petite Mort","319605","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","106682023","0","7.32609","0","0","198","thing","Welcome to La Petite Mort","1","50","30","30","20","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome to New Las Vegas","281075","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","62120221","6.08459","6.70835","2.8214","2673","4330","thing","Welcome to New Las Vegas","1","50","35","35","35","2020","1,2,3,4,5,6,7,8","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to the Dungeon","150312","5.5","2","2","0","0","0","0","0","1","0","0","1","#small","","","","","57758973","6.37635","6.53006","1.237","1611","27128","thing","Welcome to the Dungeon","2","4","30","30","30","2013","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","5","USD","","","2022-04-13","Target","1","Bought first time November 2019 Target 7.94","","2022-04-13","","","",""
"Welcome to the Moon","339789","8","72","0","1","0","0","0","0","0","0","0","1","","","","","","86544964","7.35008","7.87221","2.4488","206","19458","thing","Welcome to the Moon","1","6","30","30","25","2021","1,2,3,4,5,6","2,3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","2025-08-29","Pawel","1","","","2025-08-29","","","",""
"Welcome To...","233867","7","29","2","1","0","0","0","0","0","0","0","1","#write","Sheets & Cards","","","","60444502","7.35628","7.51304","1.8414","203","53290","thing","Welcome To...","1","100","25","25","25","2018","1,2,3,4,5,6,7,8,9,10,11","3,4","10+","No necessary in-game text","","","","","","standalone","682604701462","20.99","USD","","","2021-01-23","Gaming Goat","1","","","2021-01-23","","","",""
"Welcome To...: Collector's Edition","392449","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","115677762","6.31544","8.2965","2.1154","1780","3082","thing","Welcome To...: Collector's Edition","1","6","25","25","25","2023","1,2,3,4,5,6","2,3,4,5,6","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome To...: Doomsday Thematic Neighborhood","265375","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682445","5.79993","7.46117","1.6667","0","3571","thing","Welcome To...: Doomsday Thematic Neighborhood","1","100","25","25","25","2019","1,2,3,4,5,6","2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Dry Erase Expansions","342515","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682478","5.59276","7.94466","0","0","910","thing","Welcome To...: Dry Erase Expansions","1","4","25","25","25","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Halloween Thematic Neighborhood","265377","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682441","5.88769","7.41026","1.8","0","3959","thing","Welcome To...: Halloween Thematic Neighborhood","1","100","25","25","25","2019","2,3,4,5,6,7,8,9,10","2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Outbreak Thematic Neighborhood","265376","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682448","5.69735","6.79157","1.5","0","3369","thing","Welcome To...: Outbreak Thematic Neighborhood","1","100","25","25","25","2019","1,2,3,4,5,6","1,2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Solo Mode","276944","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","105454232","5.66529","7.53189","2","0","1414","thing","Welcome To...: Solo Mode","1","1","25","25","25","2019","1","1","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Spring Thematic Neighborhood","278207","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682451","5.73882","7.38237","2","0","2586","thing","Welcome To...: Spring Thematic Neighborhood","1","50","25","25","25","2019","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31","1,2,3,4,5,6,7,8,9,10,11,12","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Summer Thematic Neighborhood","278208","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682455","5.75186","7.43078","1.6","0","2524","thing","Welcome To...: Summer Thematic Neighborhood","1","50","25","25","25","2019","1,2,3,4,5,6","1,2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Winter Wonderland Thematic Neighborhood","265374","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","105682435","5.96562","7.63988","1.8571","0","3994","thing","Welcome To...: Winter Wonderland Thematic Neighborhood","1","100","25","25","25","2019","1,2,3,4,5,6","1,2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welkin","272260","6","1","0","0","0","0","0","1","0","0","1","4","","","","","","111295265","5.59573","6.381","2","9378","631","thing","Welkin","2","4","45","45","45","2019","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wendake","229265","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","97416389","6.47299","7.45085","3.5841","1358","4010","thing","Wendake","1","4","120","120","60","2017","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Werwölfe Kids","427238","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122464614","0","6.27778","0","0","67","thing","Werwölfe Kids","2","6","15","15","15","2024","2,3,4,5,6","2,4,6","5+","","","","","","","standalone","","","","","","","","","","","","","","",""
"The West Kingdom Tomesaga","296152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125316044","6.02567","7.60304","3.3","0","7640","thing","The West Kingdom Tomesaga","2","6","240","240","60","2020","2,3","3","","","","","","","","expansion","793618023577","5","USD","","","2024-11-15","BGG","1","","","2024-11-15","","","",""
"Whale Riders","305761","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","80253910","6.07871","6.9884","1.85","2706","2394","thing","Whale Riders","2","6","45","45","45","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
